PrincipalDetails,IsDuplicated,BloomFilter32Bit
phoewhisson731987,1,2390199386
piaabat381903,0,1055454096
piaabatrv381903,1,4264120949
piaabatuoybx381903,1,276476003
piachell2721940,0,3534938906
piachell2721940,1,3534938906
pinoferkshep2621910,1,4069506125
pinomatthews1771901,0,2001784246
pinomatthews1771901,1,2001784246
pinoshepherd2621910,0,3486971486
pinosnelling1541938,0,2214251612
pollnguyenzfixrud291926,1,733233791
pollynguyen291926,0,1545571947
pollyperin11101918,1,1473383746
pollyperin1221948,1,3205202015
pollyperin1521948,1,3050769004
pollyperin1521948,1,3050769004
pollyperin1521948,1,3050769004
pollyperin1521948,0,3050769004
portiacoumans2641906,1,1244166952
portiacoumans2661906,0,704743653
portiageorge2171967,1,3698295753
portiageorge2171967,1,3698295753
portiageorge2171967,1,3698295753
portiageorge2171967,0,3698295753
portialette971980,1,2010904712
portialette971980,0,2010904712
portialette971980,1,2010904712
portialette971980,1,2010904712
portialette971980,1,2010904712
portialettejn971980,1,2900196172
portialettepfwcy971980,1,2314602235
portiavsmolette971980,1,781379669
portiaweaver1821956,0,1706148811
portiaweaver1821956,1,1706148811
prudencemonaco1991906,0,2268777074
prudencemonaco1991906,1,2268777074
prudenceqwcpreid1711995,1,181799906
prudencereid1711995,1,3329817011
prudencereid1711995,0,3329817011
prudencereidosacbk1711995,1,1902355524
prueencereidswqd2011995,1,838382380
prurei3101995,1,2582300820
psedgwick1781947,1,3711412561
ptdaschegwi24121998,1,4138800799
qakitbbeams321952,1,3106107638
racdent2271928,1,2177565218
rachaeldent2271928,0,427125415
rachaelintuxdent2271928,1,2067881650
rachaelwiddup2061982,0,3816821799
rachaelyallop1421976,1,756499268
rachaelyallop1421976,0,756499268
rachelbishop2911903,1,2285369459
rachelbishop2911930,1,1199263486
rachelbishop2911930,0,1199263486
rachelburford14101920,1,3618235711
rachelburford14101920,0,3618235711
rachelcamp1431971,1,3195542194
rachelcampbell1431971,1,1793868353
rachelcampbell1431971,0,1793868353
rachelcampbell1431971,1,1793868353
rachelcampbell1431971,1,1793868353
rachelcampbell631971,1,845893774
rachelcoffey1641930,1,1552417129
rachelcoffey1641930,0,1552417129
rachelcoffey1641930,1,1552417129
rachelcoffey1641930,1,1552417129
rachelcoffey941930,1,520739926
racheldeakin1361940,0,24497985
racheldeakin1361940,1,24497985
racheldinh3131914,0,1164315587
racheldnycbishop2911930,1,1895136024
racheldonaldson18121958,0,159160484
racheldonaldson18121958,1,159160484
racheldonaldson18121958,1,159160484
rachelelsto3041995,1,921243014
rachelelstob1111957,0,348670838
rachelfreeborn1141925,0,3949267366
rachelfreeborn1141925,1,3949267366
rachelfreeborn1141925,1,3949267366
rachelgeorge2121991,1,2521910705
rachelgeorge2421991,1,3093348220
rachelgeorge2421991,0,3093348220
rachelgodfrey3031903,0,345887641
racheljukic3041988,0,3469288872
racheljukic3041988,1,3469288872
rachelkarlovcec1411925,0,3114433224
rachelkarlovcec1411925,1,3114433224
rachelkarlovcec1411925,1,3114433224
rachelkerslake1051941,1,2689975920
rachelkerslake1051941,0,2689975920
rachellowe1621981,0,2728571832
rachelmatthews1141929,1,1069699472
rachelmatthews1141929,0,1069699472
rachelmatthews1141929,1,1069699472
rachelmatthews1141929,1,1069699472
rachelmatthews1141929,1,1069699472
rachelmatthews25121967,1,3662592941
rachelmatthews7121940,0,2807745618
rachelmatthewszp1141929,1,1974561512
rachelmbuuhfxs1141929,1,2042230400
rachelmeeking14111918,1,3310812133
rachelmeeking14111918,1,3310812133
rachelmeeking14111918,0,3310812133
rachelpeachey4101990,0,2407544909
rachelpusz21121935,0,1748443680
rachelpusz21121935,1,1748443680
rachelqwbkxjbishop2911930,1,3651457932
rachelryan18121949,0,2964538225
rachelryan18121949,1,2964538225
rachemcampbell1461971,1,2168223370
rachpeachey4101990,1,824383435
rachwiddup2061982,1,3770244508
raquellodge551928,0,1001355375
raquellodge551928,1,1001355375
raquellodgealbqrws451925,1,3170261611
raquellodgec551928,1,1446542743
raquelmason10101934,0,3864308408
raquelujgma10101934,1,1637380674
raquelvandon29101959,1,2949226927
raquelvandonderen23101959,0,1686418583
rbchemcampbell2491972,1,3899957155
rebeccaboothroyd22111900,1,1854369788
rebeccaboothroyd28111974,1,3078642307
rebeccaboothroyd3111900,1,2120548052
rebeccaboothroyd3111900,1,2120548052
rebeccaboothroyd3111900,0,2120548052
rebeccaboothroydp3111900,1,57054711
rebeccaclutterbuck2011935,1,139117334
rebeccaclutterbuck2011935,0,139117334
rebeccacoppock1441943,1,4047047957
rebeccacoppock1441944,0,3239465709
rebeccacoppock1441944,1,3239465709
rebeccacoulson2921970,1,1990590851
rebeccacoulson921970,0,1608083008
rebeccacoulson921970,1,1608083008
rebeccadimauro1111997,0,3207096976
rebeccadimauro3111997,1,1250312318
rebeccariddell511901,1,2056545583
rebeccariddell511901,1,2056545583
rebeccariddell511901,1,2056545583
rebeccariddell511901,1,2056545583
rebeccariddell511901,1,2056545583
rebeccariddell511901,0,2056545583
rebeccariddelll511901,1,3062419898
rebeccaspark1931999,1,2822643015
rebeccaspark1931999,0,2822643015
rebeccawhite1071904,0,2083175408
rebeccawhiteqgofdk1071904,1,3454950113
rebeccawojciechowski17101988,1,729108283
rebeccawojciechowski17101988,1,729108283
rebeccawojciechowski17101988,0,729108283
rebeccawojciechowski17101988,1,729108283
rebeccawojciechowski22101996,1,2605974503
rebecccoulsonijpx2421970,1,38004836
rebedimauro1111997,1,1875729919
rebekahcamp2721986,1,2176412726
rebekahcamp2721986,0,2176412726
rebekahclarke741912,0,2567557119
rebekahwhitters291936,0,1972484142
rebekahwhittersr291936,1,3105385684
reclarkeuhqjeoig1231942,1,4167726845
reecemarsom29111935,1,4060596363
reecemarsom29111935,1,4060596363
reecemarsom29111935,0,4060596363
reegannoble11121950,0,90318621
reegannoble11121950,1,90318621
reegannoble11121950,1,90318621
reegannoble11121950,1,90318621
reegannoble17121950,1,3481558525
reegannoblexujsr15121950,1,985420000
reegansporn451965,0,1334193131
reegansporn451965,1,1334193131
reegansporn451965,1,1334193131
reegansporn451965,1,1334193131
reegansporni451965,1,445754474
reevemichelmore2371994,1,3340651773
reevemichelmore2371994,1,3340651773
reevemichelmore2371994,0,3340651773
reevenob2431908,1,759219118
reevenoble2431908,1,2418584642
reevenoble2431908,0,2418584642
reevenoble2431908,1,2418584642
reevenoble2431908,1,2418584642
reevestanley1181919,0,1417561754
regannecam211990,1,1175496125
regannecamp1101998,1,2351918581
regannecamp11101968,1,2610754195
regannecamp13101968,0,3269518977
regannecamp13101968,1,3269518977
regannemayer17101973,1,4001527933
regannemayer17101974,0,3286478376
regannemcveigh2891931,1,3821309438
regannemcveigh2891931,1,3821309438
regannemcveigh2891931,1,3821309438
regannemcveigh2891931,1,3821309438
regannemcveigh2891931,0,3821309438
regannemcveigh2891931,1,3821309438
regannemcveigh2891931,1,3821309438
regannendvfjgi2891931,1,4230872129
regannenmcveigh2841931,1,585115270
regannesanakidis17121962,0,3212679064
renaibyers581976,0,661436778
renaibyers581976,1,661436778
renaicstleatham181937,1,4076199337
renaileatham1231937,1,1431817019
renaileatham1231937,0,1431817019
renaiwqsrkleathams2371937,1,4042742635
renaleatham1231937,1,630136048
reneeafcbyghanigan2891907,1,890256850
reneebrock1591976,0,2415456514
reneebrock1591976,1,2415456514
reneebrowne2471949,1,1286922406
reneebrowne2471949,0,1286922406
reneebrownenswqdma2071979,1,1916183733
reneechandler1061936,0,4071482155
reneechandler1061936,1,4071482155
reneechandler1761936,1,4253937971
reneeclarke1231942,0,2075053708
reneeclarke1231942,1,2075053708
reneeclarke1231942,1,2075053708
reneeclarke1231942,1,2075053708
reneeclarkefhkzbyp1531944,1,3781012000
reneehanigan2891907,0,1871276079
reneehanigan2891907,1,1871276079
reneehanigan2891907,1,1871276079
reneehavrda1091950,0,228339530
reneehavrda1091950,1,228339530
reneehavrda1091950,1,228339530
reneehavrda1091950,1,228339530
reneehavrea1091950,1,1883914206
reneeibojhan2891907,1,4058019220
reneelscchandler1061936,1,2332305986
reneemusolino19121963,0,1581197305
reneerenfrey531969,1,1899341269
reneerenfrey531969,0,1899341269
reneerenfrey531969,1,1899341269
reneerhwelpclarke1231942,1,1338570897
reneeuclarke1231942,1,3076690761
reubenclarke17111939,0,3584389838
reubenclarke17111939,1,3584389838
reubencorera1251990,0,2652389919
reubenmccarthy2421903,1,4080179292
reubenmccarthy2421903,0,4080179292
reubensette2661988,0,3597298837
reubensette2661988,1,3597298837
reubentxmccarthy2421903,1,1116660563
rfegansporn451965,1,2879479024
rfoajleauham1231937,1,3325563888
rhematthews1721984,1,4168905257
rhettadrngeorgeqzow2671942,1,1058923361
rhettboxer861933,0,778005183
rhettgeorge2671942,0,4085403587
rhettmatth1571987,1,3613835634
rhettmatthews1571987,1,481816464
rhettmatthews1571987,1,481816464
rhettmatthews1571987,0,481816464
rhettmatthews1571987,1,481816464
rhettmatthews1571987,1,481816464
rhettmatthfxs1971927,1,2646154589
rhettxumynpqavmatthews1571987,1,36687179
rhiannonbishop1351908,0,3343176693
rhiannonbishop1351908,1,3343176693
rhiannonbishop1351908,1,3343176693
rhiannonbishop1351908,1,3343176693
rhysdugdale2571901,0,3325378897
rhysdugdale2571901,1,3325378897
rhysdugdale2571901,1,3325378897
rhyshorsley2721907,0,2262980270
rhysmason861900,1,3286709474
rhysmason861900,0,3286709474
rhysopsddugdale2571901,1,3453212408
rhysstubbs2121993,1,3664776511
rhysstubbs2121993,1,3664776511
rhysstubbs2121993,1,3664776511
rhysstubbs2121993,0,3664776511
rhysstubbs2121993,1,3664776511
richardcjwnkeatch1621998,1,3685693961
richardkeatch1621998,1,3583234556
richardkeatch1621998,1,3583234556
richardkeatch1621998,0,3583234556
richardkeatchv1621998,1,1416535083
richardroche2461987,0,1592157321
richardroche2461987,1,1592157321
richkeatch1621998,1,1082731702
ridleyblake1861999,0,523880514
ridleyblake1861999,1,523880514
ridleyd611981,1,462436964
ridleydumbrell1611987,0,1299345352
ridleyzmcblake1861999,1,1272301891
rilebennell6121944,1,2933663454
rileyb6121944,1,3511930062
rileybennell6121944,0,2615841136
rileybennell6121944,1,2615841136
rileybennell6121944,1,2615841136
rileybishop20101974,0,548134252
rileybishop20101974,1,548134252
rileycampbell2481909,0,96790366
rileycampbell2481909,1,96790366
rileycampbell2481909,1,96790366
rileycampbell2481909,1,96790366
rileycampbell2481909,1,96790366
rileyclarke1771957,0,3120972592
rileyclarke1771957,1,3120972592
rileycsqlamprey29101985,1,1445961000
rileyeoybpxjimbennellwlsmr6121944,1,4159348583
rileyewkmoubarak1691940,1,3997726343
rileygodfrey21111945,0,619167480
rileygreen16121953,1,2553317083
rileygreen16121953,1,2553317083
rileygreen16121953,1,2553317083
rileygreen16121953,0,2553317083
rileygreen16121953,1,2553317083
rileygreen4121953,1,652577225
rileygrubb2731904,0,1311329158
rileygrubb2931901,1,971686215
rileyhjfokoniewski21111910,1,1756988745
rileyixamwzkerr-sullivan2941909,1,328475838
rileyizwnoble2121960,1,381121101
rileykelley721939,0,2172742991
rileykerr-sullivan2941909,0,2147682678
rileykrees2291970,1,2309574077
rileylamprey29101985,1,4087342975
rileylamprey29101985,1,4087342975
rileylamprey29101985,0,4087342975
rileylamprez29101985,1,2046998149
rileylandow111954,1,558360784
rileylandow28101997,1,3576391643
rileylandow31101997,0,364341803
rileyloehr2371900,0,507352834
rileyloehr2371900,1,507352834
rileyloehr2371900,1,507352834
rileymatthews2961989,1,87665694
rileymatthews2961989,0,87665694
rileymatthews561968,1,1915791122
rileymercorella31101954,0,1412558654
rileymercorella31101956,1,3418364034
rileymort181987,0,4260473096
rileymou1691940,1,1250432413
rileymoubarak1691940,0,1342948552
rileymoubarak1691940,1,1342948552
rileymoubarak1691940,1,1342948552
rileynevil1931943,1,3294305455
rileyneville1931943,0,1804851889
rileyneville1931943,1,1804851889
rileynguyen6111995,0,2668655563
rileynguyen6111995,1,2668655563
rileynguyen611995,1,2567710625
rileynguyen7111995,1,3449073313
rileyngvzen6111995,1,1535849568
rileynoble2121960,0,4005890710
rileynoble671913,0,132939346
rileyokoniewski21111910,0,2683135270
rileyokoniewski21111910,1,2683135270
rileyokoniewski21111910,1,2683135270
rileyokoniewski21111910,1,2683135270
rileyokoniewski21111910,1,2683135270
rileyokoniewski21111910,1,2683135270
rileyokoniewski21111918,1,1853125248
rileyokonjexski22111910,1,3528068964
rileyolonjfxskj21111910,1,3558581497
rileypaddon1421951,1,2646779890
rileypaddon1421951,0,2646779890
rileypascoe591938,0,2358251302
rileyquilliam8101902,0,4131629134
rileyquilliam8101902,1,4131629134
rileyquilliam8101902,1,4131629134
rileyquilliam8101902,1,4131629134
rileyrees2091970,1,2931993411
rileyrees2291970,0,694859284
rileyson19121985,0,309900050
rileyspic13121994,1,1087213207
rileyspicer13121994,0,1412515345
rileyspicer13121994,1,1412515345
rileyspicer13121994,1,1412515345
rileyspicer26121994,1,3601486976
rileyspicer8121994,1,1136174631
rileyuyttenhove31121957,0,3996562332
rileywalls2911920,0,3316885471
rileywebb13101916,0,3901578649
rileywebb25101916,1,802676136
rileywhite28101994,0,892079024
rileywhiue28101994,1,4284872986
rilezgreen16111953,1,3646134275
rilfysontfhqz19121985,1,3882792509
rilquilliam8101902,1,1268296114
rinevi1931943,1,2823742001
rjmfzgreen16121953,1,2903614006
rlamprey29101985,1,1176556750
rleatham1231937,1,838498863
robbiecarmody11121939,0,325188592
robbieharbo1141976,1,3912892809
robbieharbord1141976,0,719731752
robbielowe12121968,1,737846877
robbielowe2841968,1,2809494682
robbielowe2841968,1,2809494682
robbielowe2841968,1,2809494682
robbielowe2841968,0,2809494682
robbielowe2841968,1,2809494682
robbielowe2841968,1,2809494682
robbieloweo2841968,1,438925324
robbielowexjrlmaun2841968,1,1753607024
robenguyen111918,1,2247766093
robernguyenfiyz511914,1,3058197592
robertabishop10111926,0,450383170
robertacaire1841936,1,2927636882
robertacaire1841963,1,2992121897
robertacaire1841963,0,2992121897
robertacaire1841963,1,2992121897
robertacjsipq10111926,1,188030269
robertalaing2541969,0,480871299
robertavzsheldon18111930,1,3211815244
robertcarbone18111914,1,4070005080
robertcarbone7111914,0,3731835775
robertcarbone7111914,1,3731835775
robertcarbonebehpl7111914,1,1865137383
robertclarke21121960,0,3959013275
robertclarke21121960,1,3959013275
robertdascpoe7111914,1,4199467998
robertetherington2691914,1,2140777475
robertetherington2691914,0,2140777475
robertetheringtonaglon2691904,1,559686876
robertfkhvwywhite1011967,1,3357396516
robertgeorge161940,0,1238097505
robertgeorge661940,1,2080780931
robertgibb1861944,0,1356835852
roberthanna2851949,0,702751005
roberthanna2851949,1,702751005
robertleane1161988,0,1859057665
robertleane1161988,1,1859057665
robertmaczkowiack1811903,1,518133606
robertmaczkowiack211903,1,3989473097
robertmaczkowiack211903,1,3989473097
robertmaczkowiack211903,1,3989473097
robertmaczkowiack211903,0,3989473097
robertmaczkowiack211903,1,3989473097
robertmaczkowiack211903,1,3989473097
robertmaczkowiack211903,1,3989473097
robertmaczkowiack211903,1,3989473097
robertmaczkowiack261903,1,2511072830
robertnguyen17101938,0,1606950160
robertnguyen17101938,1,1606950160
robertnguyen2711914,0,1005899831
robertnguyenbfd17101938,1,1802859922
robertnguyenla17101938,1,4077861898
robertqkpsheldon13111930,1,3531220634
robertsh18111930,1,1915851911
robertsheldon18111930,1,2731193375
robertsheldon18111930,1,2731193375
robertsheldon18111930,0,2731193375
robertsheldon18111930,1,2731193375
robertsheldon1851970,1,3575382497
roberttiller1351959,1,717966041
roberttiller1471959,0,3691603222
roberttiller5101959,1,2055525743
roberttillery1471959,1,296551555
robertvntgeorge161940,1,2169393960
robertwaller2581989,1,2999042597
robertwaller4101989,0,2283790525
robertwaller4101989,1,2283790525
robertwaller4101989,1,2283790525
robertwaller4101999,1,393871066
robertwallerkxnitp4101989,1,557726275
robertwbller13111997,1,3041706980
robertwesthorp11101937,0,272042722
robertwesthorp11101937,1,272042722
robertwhite1011967,0,1820571102
robertwilczek1551963,1,159993160
robertwilczek1561963,1,4248193106
robertwilczek1561963,0,4248193106
robertygbkhanna2851949,1,3671500452
robfrtwaller4101989,1,4019119359
robfsusheldon18111930,1,1916947815
robinadbszlswiggs3111905,1,2514000100
robinswiggs27111905,1,3751836777
robinswiggs7111905,1,1178434912
robinswiggs7111905,0,1178434912
robiswiggs23111959,1,1138838039
robmaczkowiack211903,1,3467996716
robmaczkowiack211903,1,3467996716
robsheldon18111930,1,1848241738
rohanijqrhruskinh3161902,1,2431060496
rohanruskin231902,1,3230304414
rohanruskin231902,1,3230304414
rohanruskin231902,0,3230304414
rohanruskin231902,1,3230304414
rohanruskin231952,1,3834166576
roisinmillar1291949,0,570647791
roisinwhi2491912,1,845017756
roisinwhite2491912,1,3789593886
roisinwhite2491912,1,3789593886
roisinwhite2491912,0,3789593886
ronanz211988,1,2116894625
ronanzatorski711987,1,3170427042
ronanzatorski711987,1,3170427042
ronanzatorski711987,1,3170427042
ronanzatorski711987,1,3170427042
ronanzatorski711987,1,3170427042
ronanzatorski711987,0,3170427042
ronanzatorski961987,1,2860398964
roryjehle2721973,0,1483603094
roryjehlelbzes2721973,1,1375923298
rorymoulton351976,0,2755976989
rorymoulton351976,1,2755976989
rosiebrokenshire1531977,1,3106369935
rosiebrokenshire1581977,1,2342249834
rosiebrokenshire1581977,1,2342249834
rosiebrokenshire1581977,0,2342249834
rosiebrokenshire1581977,1,2342249834
rosiedieckmann721912,1,2079972827
rosiedieckmann721982,0,1343589829
rosiedieckmann721982,1,1343589829
rosiedieckmann721982,1,1343589829
rosiedieckmann721986,1,147969663
rosiedixon1121996,0,1756221600
rosiegreen1251940,0,2558347918
rosiekarlsen1111904,0,1265672329
rosiemorrison2631900,0,1541088014
rosiemorrison2631900,1,1541088014
rosieplan2691963,1,2252296354
rosieplane2691963,1,1111212794
rosieplane2691963,0,1111212794
rosiewhite541902,1,4190303618
rosiewhite541902,0,4190303618
rosiewhite541902,1,4190303618
rosiewhite541902,1,4190303618
rosiewhite541902,1,4190303618
rosiewhitedwjyvg541902,1,2142813297
rosjewhite541902,1,3356196414
rourkeawkvsmroets951969,1,3953763004
rourkeroets951969,1,1180147416
rourkeroets951969,0,1180147416
rourkeroets951969,1,1180147416
rourkeroets951969,1,1180147416
rourkeroets961969,1,693708964
rourkeycgvneroets951969,1,1443303808
royfxehowie1511936,1,2884296851
roygdkqpaterson2101964,1,3757777677
royhowie1511936,0,437558363
royhowie1511936,1,437558363
roypaterson2101964,0,2181755918
roypaterson2101964,1,2181755918
roypaterson2101964,1,2181755918
roypaterson2111964,1,906097018
roypaterson211964,1,3979042548
roypatersoni2191964,1,2077522462
rpjtiowhite2491912,1,1321088999
rubenreid19101902,0,3128912819
rubenweaver2741919,0,4189862798
rubrowne26101998,1,1401630701
rubyacciairresa961925,1,3776801396
rubyacciairresa961925,0,3776801396
rubyacciairresa961925,1,3776801396
rubyacciairresa961925,1,3776801396
rubyacciairresa961925,1,3776801396
rubyackermans2231909,1,741147823
rubyackermans2231909,1,741147823
rubyackermans2231909,0,741147823
rubyallchin1241947,0,3992034040
rubyallchin1241947,1,3992034040
rubyallchjn1241947,1,2145392006
rubyayres191921,1,860416098
rubyayres191921,0,860416098
rubybeattie331940,0,1577949483
rubybellchambers2531914,1,947860773
rubybellchambers2531914,1,947860773
rubybellchambers2531914,0,947860773
rubybellchamberszhruq2531914,1,2694767391
rubybmmcijn1241947,1,2134092440
rubybraddy111944,1,2413962498
rubybraddy111944,1,2413962498
rubybraddy111944,1,2413962498
rubybraddy111944,1,2413962498
rubybraddy111944,0,2413962498
rubybraddy111944,1,2413962498
rubybuccini10111995,1,2001464739
rubybuccini17111995,0,2065877842
rubybuccini17111995,1,2065877842
rubybuccini17111995,1,2065877842
rubybuccini17111995,1,2065877842
rubybvftpurdonzupmsnbrlavcytj31111902,1,238486803
rubycjvmorrison251928,1,907504606
rubyclarke391925,1,2886912196
rubyclarke391925,0,2886912196
rubyclarke391925,1,2886912196
rubyclarke391925,1,2886912196
rubyclarke391925,1,2886912196
rubycmbslf391925,1,3596481490
rubydixon2041906,0,2651508473
rubydixon2541906,1,1269994042
rubydonaldson14101914,1,1504090756
rubydonaldson14101914,0,1504090756
rubyfinlay231978,0,2936194576
rubygarnsey30101973,0,748202056
rubygarnsey30101973,1,748202056
rubygarntez2011932,1,1294931770
rubygilcrist2371976,0,2365946923
rubygilcrist2971976,1,1779142543
rubygrobl14121993,1,3144747853
rubygrobler2041919,1,1772883230
rubygrobler411919,1,2552592968
rubygrobler411919,1,2552592968
rubygrobler411919,1,2552592968
rubygrobler411919,1,2552592968
rubygrobler411919,1,2552592968
rubygrobler411919,0,2552592968
rubyhent841958,1,2871362031
rubyhentze661903,0,133396855
rubyhentze661903,1,133396855
rubyhevincent261970,1,4278216476
rubyhulley8101920,0,2629213460
rubyhulley8101920,1,2629213460
rubyjesser651968,0,3789701446
rubyjzgsmfnguyen10111952,1,3384784089
rubykbpflrdonaldson14101914,1,199282959
rubymason2651942,1,859537586
rubymason2761902,1,2162725102
rubymason2761909,0,2918588679
rubymason2871942,1,2651740721
rubymason2871942,1,2651740721
rubymason2871942,0,2651740721
rubymatth2751943,1,2487777369
rubymatthews2481906,0,22136696
rubymatthiessen2751943,0,2641492373
rubymccarthy2871949,0,2998702645
rubymcphie111947,1,3412970846
rubymcphie111947,0,3412970846
rubymcphiergapnx111947,1,3189283549
rubymorrison251928,0,2856840863
rubymorrison251928,1,2856840863
rubymorrison251928,1,2856840863
rubymorrison251928,1,2856840863
rubymphnrollins4101994,1,2758809308
rubynguye2651940,1,3804641115
rubynguyen10111952,1,3813487379
rubynguyen10111952,0,3813487379
rubynguyen2211966,0,3933193052
rubynguyen2211966,1,3933193052
rubynguyen2211966,1,3933193052
rubynguyen2651940,1,2521232579
rubynguyen2651940,1,2521232579
rubynguyen2651940,1,2521232579
rubynguyen2651940,0,2521232579
rubynguyen651940,1,3415398427
rubynguyenecbasf2651940,1,2891901448
rubynguyeni10111952,1,4117033379
rubyogvyen2271966,1,1413797753
rubyojagmfpurdon3111902,1,2225968369
rubypaine561903,1,2905642424
rubypaine561903,0,2905642424
rubypaine761903,1,1406746438
rubyparashar1051990,1,3504075663
rubyparashar1051990,0,3504075663
rubypurdon111902,1,2220563182
rubypurdon3111902,0,3896825780
rubypwarrior1281955,1,3469066585
rubyreid1751949,0,3380838242
rubyreid1751949,1,3380838242
rubyreid1751949,1,3380838242
rubyreid2061930,0,2348711503
rubyreid2061930,1,2348711503
rubyreid2061930,1,2348711503
rubyrfid1751949,1,721901422
rubyrogan121905,0,106533998
rubyrollins4101994,0,492665150
rubyrollins4101994,1,492665150
rubyrollins411994,1,1545029539
rubyrollins4121994,1,1693564995
rubystaude1511941,1,2509602676
rubystaude1511941,1,2509602676
rubystaude1511941,0,2509602676
rubystaude1841988,1,874184274
rubystaudeldgna1511941,1,1085347420
rubystaudeuxzlgw1511941,1,3619137265
rubysymmon22101930,1,2758158150
rubysymmons22101930,0,2941434141
rubysymmons28111930,1,3450887181
rubyuwfbematthiessen2751943,1,1132379515
rubyvincent261970,0,2455416317
rubywarrior1281955,1,854885289
rubywarrior1281955,1,854885289
rubywarrior1281955,1,854885289
rubywarrior1281955,1,854885289
rubywarrior1281955,0,854885289
rubywebb1961969,0,3588403587
rubywebb1961969,1,3588403587
rubywebb1961969,1,3588403587
rubywebb2861969,1,467852155
rubywhite2481992,0,3760460948
rubywhite2481992,1,3760460948
rubzmasontopluzd2761909,1,3731530658
rucyackermans2231909,1,3648940130
rucymatthiessen2751943,1,3170914035
rufinlay231978,1,2081773244
rupertbrowne26101998,1,614435642
rupertbrowne26101998,1,614435642
rupertbrowne26101998,1,614435642
rupertbrowne26101998,1,614435642
rupertbrowne26101998,1,614435642
rupertbrowne26101998,0,614435642
rupertcsowne26121998,1,3973417680
rupertdrzezdzon1921900,1,108530949
rupertdrzezdzon1921900,0,108530949
rupertebrowne26111998,1,453642438
ruwhite2481992,1,2108455283
rvbynguyen2651940,1,2138408371
rvbzstaude1761942,1,1743767643
rvczacciairresa961925,1,809701266
rvqfstbrownebgdzwnksyuxlqjm2611998,1,2565185961
rwarrior1281955,1,221484478
ryanallsopp561992,1,3494083952
ryanallsopp681992,0,2340991963
ryancampbell2721977,0,3526628458
ryanclarke391994,0,867085541
ryanclarke391994,1,867085541
ryanclarkecyfusl391994,1,3460783879
ryandixon221904,0,973580257
ryandixonrn221904,1,3726397219
ryanlindholm2221911,1,1754784625
ryanlindholm2221911,0,1754784625
ryanmoody1881932,0,1353999789
ryanmoody1881932,1,1353999789
ryansherrington751968,0,2275635806
ryanverner8121990,0,2812289668
ryanwehr2761999,0,1632574684
ryanwehr2761999,1,1632574684
ryanwhite4111986,1,87119937
ryanwhite421976,1,2565721789
ryanwhite421976,1,2565721789
ryanwhite421976,0,2565721789
ryanwhite421976,1,2565721789
ryanwhite621976,1,4109928383
rydixon221904,1,738764276
rylehburford451905,0,3047301892
rylehmiles3091985,0,426428475
rylehmilesoqwks3091985,1,2433468172
rylehoqfuasleath2611955,1,3009482895
rylehsleath2611955,1,517193702
rylehsleath2611955,0,517193702
ryleycolombini1771976,1,2077489362
ryleycolombini1771976,0,2077489362
ryleydods881935,0,386424853
ryleydods881935,1,386424853
ryleydods881935,1,386424853
ryleyjdods881935,1,1671400842
ryleyjwendods281935,1,196058892
saarajervis1271917,0,3571676724
saaraljubic2571997,0,4103875482
samabarre2111964,1,3973236803
samancrouch1491928,1,2823385031
samanmccracken2991973,1,1358352689
samanstanley27101995,1,588233342
samanthabarmore15121964,0,1841265522
samanthabarmore15121964,1,1841265522
samanthabarre2111964,0,1298237892
samanthabellamy19101909,0,2079842075
samanthabellon12121966,0,2316474321
samanthabellon12121966,1,2316474321
samanthabellon12121966,1,2316474321
samanthabereza1381942,0,2030054161
samanthabereza1381942,1,2030054161
samanthabereza1381942,1,2030054161
samanthabereza1381942,1,2030054161
samanthabereza1681942,1,3138915484
samanthaberezabtzkyr1381942,1,1992020612
samanthaberezabxkeai1381942,1,2195117094
samanthabwznbarrerh2111964,1,2592370381
samanthachandler1121901,0,3275009689
samanthacoady16111995,0,4074779517
samanthacrouch1491928,0,1514687534
samanthagarnett1991921,1,2135439648
samanthagarnett1991921,0,2135439648
samanthaharrington14111947,0,3791547246
samanthaharrington14111947,1,3791547246
samanthahowie1891984,1,3554536958
samanthahowie1891984,0,3554536958
samanthahowie1891984,1,3554536958
samanthahowie1891984,1,3554536958
samanthakerslake2691969,0,840471453
samanthakerslakedaoqzpb2691969,1,308031446
samanthaknlcoady16111995,1,3280130115
samanthalaing3011949,0,2389637653
samanthalaing3011949,1,2389637653
samanthalaing3011949,1,2389637653
samanthalock1311938,1,3334663465
samanthalock1311938,1,3334663465
samanthalock1311938,0,3334663465
samanthalocky1311938,1,3092801987
samanthamapstone27111944,1,4074786388
samanthamapstone27111994,0,825052538
samanthamc2991973,1,1476651027
samanthamccracken2991973,0,3784760768
samanthamccracken2991973,1,3784760768
samanthaobereza1361942,1,4281091457
samanthapapoutsis2761926,1,1062066493
samanthapapoutsis2761926,0,1062066493
samanthapapoutsis2761926,1,1062066493
samanthapapoutsis2761926,1,1062066493
samanthapaterson1481946,0,2649808045
samanthapaterson1481946,1,2649808045
samanthapaterson1481946,1,2649808045
samanthapbufstoo1481946,1,751047478
samantharyan1021910,1,3880845480
samantharyan1021910,0,3880845480
samanthasanti29111915,0,2808191184
samanthasanti29111915,1,2808191184
samanthaspong851950,0,1752332343
samanthaspong851950,1,1752332343
samanthastanley27101995,0,3483231783
samanthastanley27101995,1,3483231783
samanthastanley27101995,1,3483231783
samanthastanley27101995,1,3483231783
